Timestamp,Gender,Age,Level of Education,Monthly Income,Algorithms are used to recommend news-videos to me on Youtube,Algorithms are used to prioritize certain news-videos on youtube above others,Algorithms are used to design news-videos to show me on youtube,Algorithms are used to show other people different videos than what I see on Youtube,Algorithms are used to show me news-videos on youtube based on automated decisions,Algorithms do not require human-judgment in deciding which news-videos to show me on youtube,Algorithms make automated decisions for what type of news-videos I get to see on youtube,Select the option of 'Disagree' to show that you are human,The news-videos that algorithms recommend to me on youtube depend on my online behaviour and usage,The news-videos that algorithms recommend to me on youtube depend on my online behavioural user-data,The news-videos that algorithms recommend to me on youtube depend on the data that I make available online,It is not always clear why algorithms decide to show me certain news-videos on youtube,The news-videos that algorithms recommend to me on youtube can be subjected to human-prejudice and bias,Algorithms use my personal data to recommend certain news-videos on youtube and this has consequences for my online privacy,Some AI technologies/products make learning easier,I find that AI technologies/products are helpful for learning,AI technologies/products are good aids to learning,Using AI technologies/products makes learning more interesting,I am confident that I can learn simple programming in AI technology if training is provided,AI technologies/products help me to save a lot of time,I find it easy to get AI technologies/products to do what I want it to do,I think AI technologies/products interact or talk like a real person,Select the option of 'Neutral' to show that you are human,I think AI technologies/products express/share content like a real person,I think there is no difference between how AI technologies/products talk compared with real people,I think the tone of AI technologies/products when interacting is the same as real people.,I feel that AI technologies/products interact on text-message like real people,"When interacting with AI technologies/products, I feel very calm","When interacting with AI technologies/products, I find it easy","When interacting with AI technologies/products, I feel comfortable ","When interacting with AI technologies/products, I feel very peaceful","When interacting with AI technologies/products, I feel very relaxed",I can happily interact with AI technologies/products easily,"When using AI technologies/products, I am not worried that I might press wrong button and cause risks","When using AI technologies/products, I am not worried that I might press wrong button and damage something","When using AI technology/product, I know all of its features",Technical terms or language used in AI technologies/products do not confuse me,Using AI in news-video recommendation on youtube will make this world a better place,Using AI in news-video recommendation on youtube has more disadvantages than advantages,Using AI in news-video recommendation on youtube offers solutions to many problems in journalism,Using AI in news-videos recommendation on youtube creates problems instead of solving them,I have strong negative emotions about AI use in news-video recommendation on youtube,I look forward to developments in AI in news-video recommendation on youtube,I am afraid of AI use in news-video recommendation on youtube,Select the option of 'Agree' to show that you are human,"When I think about AI in news-video recommendation on youtube, I have mostly positive feelings",I want to use social-media platforms that use AI in news-video recommendation,I prefer social-media platforms that do not feature AI in news-video recommendation,I would rather choose a social-media platform that uses AI in new-video recommendation than one without it,I would rather not use social-media platforms that use AI in news-video recommendation,"I would watch, share, comment on the AI recommended news on youtube without hesitation","
I think watching, sharing and commenting on AI recommended news-videos on youtube is positive for me and other people ",I would feel comfortable relying on AI recommended news-videos for information,I would plan to consume the AI recommended news-videos on youtube regularly,AI recommended news aims to inform the public,AI recommended news is generally truthful  ,AI recommended news is a reliable source of information,"In general, news present a true reality of the world","
It is simple and effort-free to watch AI recommended news-videos on youtube ",It is easy to find the 'news' topics that are promoted by AI/algorithm on youtube,"It is easy to watch, share and comment on AI/algorithm promoted news on youtube",It is easy to tell which news on youtube is promoted by AI/algorithm ,
2025/09/06 6:16:40 pm GMT+9,Male,26-35,Master's / University Degree,USD 1501-2000,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Strongly Disagree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Strongly Disagree,
2025/09/06 7:55:38 pm GMT+9,Male,36-45,Master's / University Degree,USD 3001 and above,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Disagree,Neutral,Disagree,
2025/09/06 8:14:23 pm GMT+9,Female,26-35,Master's / University Degree,USD 500-1000,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral,
2025/09/06 8:29:03 pm GMT+9,Male,26-35,Bachelor/College Degree,USD 1501-2000,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Neutral,
2025/09/06 8:31:17 pm GMT+9,Female,18-25,Bachelor/College Degree,USD 2001-3000,Disagree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,
2025/09/07 3:58:54 am GMT+9,Male,36-45,Master's / University Degree,USD 3001 and above,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
2025/09/07 11:17:26 am GMT+9,Female,36-45,Master's / University Degree,USD 500-1000,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,
2025/09/07 10:17:53 pm GMT+9,Male,18-25,High-School,USD 500-1000,Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Agree,Agree,Agree,Neutral,Agree,
2025/09/07 10:20:55 pm GMT+9,Female,36-45,Master's / University Degree,USD 1501-2000,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,
2025/09/07 11:43:35 pm GMT+9,Male,18-25,Bachelor/College Degree,,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,
2025/09/07 11:55:53 pm GMT+9,Male,46-60,Master's / University Degree,USD 500-1000,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,
2025/09/08 5:53:52 am GMT+9,Female,18-25,Bachelor/College Degree,USD 500-1000,Neutral,Disagree,Neutral,Agree,Disagree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,
2025/09/08 1:42:33 pm GMT+9,Male,26-35,Bachelor/College Degree,USD 500-1000,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,
2025/09/08 3:35:19 pm GMT+9,Female,18-25,Master's / University Degree,USD 1001-1500,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,
2025/09/08 3:35:40 pm GMT+9,Female,26-35,Master's / University Degree,USD 1501-2000,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Agree,Neutral,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,
2025/09/08 5:08:59 pm GMT+9,Female,18-25,High-School,USD 2001-3000,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,
2025/09/08 5:48:35 pm GMT+9,Male,36-45,Bachelor/College Degree,USD 1501-2000,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,
2025/09/08 6:18:11 pm GMT+9,Male,18-25,High-School,USD 1001-1500,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,
2025/09/08 6:23:03 pm GMT+9,Female,26-35,Bachelor/College Degree,USD 500-1000,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,
2025/09/08 6:43:38 pm GMT+9,Male,18-25,High-School,USD 1501-2000,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Strongly Disgree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,
2025/09/08 7:07:32 pm GMT+9,Female,18-25,Master's / University Degree,USD 500-1000,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,
2025/09/08 7:27:47 pm GMT+9,Male,18-25,Bachelor/College Degree,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,
2025/09/09 4:10:39 pm GMT+9,Female,26-35,Master's / University Degree,USD 500-1000,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,
2025/09/09 8:13:24 pm GMT+9,Female,18-25,Master's / University Degree,USD 500-1000,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,
2025/09/10 6:11:39 am GMT+9,Male,26-35,Master's / University Degree,USD 500-1000,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,
2025/09/10 7:08:45 pm GMT+9,Female,18-25,Master's / University Degree,USD 500-1000,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,
2025/09/10 9:08:55 pm GMT+9,Male,26-35,High-School,USD 500-1000,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,
2025/09/11 3:34:42 pm GMT+9,Male,18-25,Master's / University Degree,USD 500-1000,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,
2025/09/11 3:44:22 pm GMT+9,Female,18-25,Master's / University Degree,USD 1501-2000,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,
2025/09/11 4:50:49 pm GMT+9,Male,26-35,PhD,USD 500-1000,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,
2025/09/11 5:11:09 pm GMT+9,Male,36-45,PhD,USD 3001 and above,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,
2025/09/12 12:08:31 am GMT+9,Female,26-35,PhD,USD 500-1000,Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,
2025/09/12 9:39:06 pm GMT+9,Prefer not to say,18-25,PhD,USD 3001 and above,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,
2025/09/12 10:11:39 pm GMT+9,Male,46-60,PhD,USD 2001-3000,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,
